Test Case ID,Module,Feature,API Endpoint,Scenario,Preconditions,Test Data,Test Steps,Expected Result (API),Expected Result (UI),Priority,Test Type,Automation Status,Automation Reference,Remarks
BBW-011,Boxset Binge Watch,Continue watch,POST + GET continue-watch / watch-again (M3 completion),"Step 11 — POST M3 complete; GET CW: M3 absent, T3 present; GET WA: M3 present",Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: POST + GET continue-watch / watch-again (M3 completion)
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.",API returns expected error (e.g. HTTP 400) or item excluded from list per contract.,N/A (API contract test),P2,Negative,Automated,BoxsetBingeWatchScenarios.java#step11_addM3Completed_getCw_m3AbsentT3Present_getWa_m3Present,
BBW-012,Boxset Binge Watch,Continue watch,POST + GET continue-watch / watch-again (T2 completion),Step 12 — POST T2 complete; GET CW: T2 absent; GET WA: T2 episode present,Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: POST + GET continue-watch / watch-again (T2 completion)
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.",API returns expected error (e.g. HTTP 400) or item excluded from list per contract.,N/A (API contract test),P2,Negative,Automated,BoxsetBingeWatchScenarios.java#step12_addT2Completed_getCw_t2Absent_getWa_t2Present,
BBW-013,Boxset Binge Watch,Continue watch,POST + GET continue-watch / watch-again (T3 completion),Step 13 — POST T3 complete; GET CW: T3 absent; GET WA: T3 episode present,Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: POST + GET continue-watch / watch-again (T3 completion)
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.",API returns expected error (e.g. HTTP 400) or item excluded from list per contract.,N/A (API contract test),P2,Negative,Automated,BoxsetBingeWatchScenarios.java#step13_addT3Completed_getCw_t3Absent_getWa_t3Present,
BBW-014,Boxset Binge Watch,Continue watch,GET /content-detail-service/pub/v1/boxset/{boxsetId}/binge (boxset1),GET content-detail boxset binge for boxset1,Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: GET /content-detail-service/pub/v1/boxset/{boxsetId}/binge (boxset1)
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Positive,Automated,BoxsetBingeWatchScenarios.java#step14_getBoxsetBingeApi_boxset1_returns200,
BBW-015,Boxset Binge Watch,Continue watch,GET /content-detail-service/pub/v1/boxset/{boxsetId}/binge (boxset2),GET content-detail boxset binge for boxset2,Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: GET /content-detail-service/pub/v1/boxset/{boxsetId}/binge (boxset2)
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Positive,Automated,BoxsetBingeWatchScenarios.java#step15_getBoxsetBingeApi_boxset2_returns200,
BBW-016,Boxset Binge Watch,Continue watch,GET /subscriber-event-service/v3/continue-watch/content/boxset/{boxsetId},GET continue-watch/content/boxset/{boxsetId} for boxset1,Logged-in entitled subscriber; CW/WA lists in known state (see scenario).,Configured content/channel ids from environments/<env>.properties,"1. Call API: GET /subscriber-event-service/v3/continue-watch/content/boxset/{boxsetId}
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Positive,Automated,BoxsetBingeWatchScenarios.java#step16_getContinueWatchBoxsetContent_boxset1_returns200,
BBW-017,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Shared movie M1 replay after completion (BB-CW-M03),M1 in WA; siblings in CW,M1; playback=10%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P2,Regression,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-CW-M03,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-018,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Remove M1 playback history (BB-CW-M04),M1 completed,M1; playback=—; hasCompletedPlayback=—,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.",API returns expected error (e.g. HTTP 400) or item excluded from list per contract.,N/A (API contract test),P2,Negative,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-CW-M04,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-019,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Resume T1 after completion (BB-CW-T03),T1 in WA,T1; playback=5%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P2,Regression,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-CW-T03,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-020,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Replay completed T1 (BB-CW-T04),T1 in WA,T1; playback=100%; hasCompletedPlayback=true,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P2,Regression,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-CW-T04,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-021,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,M1 at 96.99% — below threshold (BB-BND-01),Empty lists,M1; playback=96.99%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Boundary,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-BND-01,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-022,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,M1 at 97.00% — at threshold (BB-BND-02),Empty lists,M1; playback=97.00%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Boundary,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-BND-02,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-023,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,M1 at 97.01% — above threshold (BB-BND-03),Empty lists,M1; playback=97.01%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Boundary,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-BND-03,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-024,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,M1: 96.99% + hasCompletedPlayback=true (BB-CLF-01),Empty lists,M1; playback=96.99%; hasCompletedPlayback=true,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Edge,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-CLF-01,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-025,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Refresh application — CW/WA persistence (BB-REG-05),M1 complete state,M1; playback=—; hasCompletedPlayback=—,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Regression,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-REG-05,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-026,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Logout/Login — CW/WA restored (BB-REG-06),M1 complete state,M1; playback=—; hasCompletedPlayback=—,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",N/A (API contract test),P1,Regression,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-REG-06,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-027,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Correct cards on CW rail (UI) (BB-UI-01),M1 partial in CW,M1; playback=50%; hasCompletedPlayback=false,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",Verify client UI matches API state where applicable.,P1,UI,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-UI-01,From QA doc; not fully automated in BoxsetBingeWatchScenarios
BBW-028,Boxset Binge Watch,Boxset Binge CW/WA,Manual / UI + CW/WA APIs,Correct cards on WA rail (UI) (BB-UI-02),M1 complete,M1; playback=100%; hasCompletedPlayback=true,"1. Call API: Manual / UI + CW/WA APIs
2. Validate HTTP status, response envelope (status=true), and business rules per scenario.","HTTP 200; status=true; response data matches contract (fields present, correct ids, ordering, no duplicates).",Verify client UI matches API state where applicable.,P1,UI,Manual Only,boxset-binge-watch-cw-wa-test-suite.md#BB-UI-02,From QA doc; not fully automated in BoxsetBingeWatchScenarios
